date,sales,has_event,snap_CA,snap_TX,snap_WI,dayofweek,month,week,sin_dow,cos_dow,lag_1,lag_7,lag_28,rolling_mean_7,rolling_std_7
2013-12-21,40474,0,0,0,0,5,12,51,-0.9749279121818235,-0.2225209339563146,32123.0,41528.0,40047.0,34809.0,5195.489389845761
2013-12-22,34915,0,0,0,0,6,12,51,-0.7818314824680299,0.6234898018587334,40474.0,43097.0,38446.0,34658.42857142857,4979.076582966715
2013-12-23,35289,0,0,0,0,0,12,52,0.0,1.0,34915.0,32474.0,28645.0,33489.57142857143,3367.4909976193762
2013-12-24,31077,0,0,0,0,1,12,52,0.7818314824680297,0.6234898018587336,35289.0,30338.0,31293.0,33891.71428571428,3393.977495225204
2013-12-25,20,1,0,0,0,2,12,52,0.9749279121818236,-0.22252093395631434,31077.0,31692.0,36139.0,33997.28571428572,3274.401050283112
2013-12-26,32727,0,0,0,0,3,12,52,0.43388373911755823,-0.900968867902419,20.0,32411.0,19839.0,29472.714285714286,13355.208655730366
2013-12-27,33095,0,0,0,0,4,12,52,-0.433883739117558,-0.9009688679024191,32727.0,32123.0,26073.0,29517.85714285714,13367.324444686898
2013-12-28,36490,0,0,0,0,5,12,52,-0.9749279121818235,-0.2225209339563146,33095.0,40474.0,31546.0,29656.714285714286,13403.894890594125
2013-12-29,34121,0,0,0,0,6,12,52,-0.7818314824680299,0.6234898018587334,36490.0,34915.0,38187.0,29087.571428571428,12944.748276902916
2013-12-30,32293,0,0,0,0,0,12,1,0.0,1.0,34121.0,35289.0,37087.0,28974.14285714286,12888.531496755446
2013-12-31,34811,0,0,0,0,1,12,1,0.7818314824680297,0.6234898018587336,32293.0,31077.0,38024.0,28546.14285714286,12692.127276761918
2014-01-01,23845,1,1,1,0,2,1,1,0.9749279121818236,-0.22252093395631434,34811.0,20.0,31519.0,29079.571428571428,12893.098565474775
2014-01-02,32653,0,1,0,1,3,1,1,0.43388373911755823,-0.900968867902419,23845.0,32727.0,35151.0,32483.14285714286,4067.0198109742596
2014-01-03,38870,0,1,1,1,4,1,1,-0.433883739117558,-0.9009688679024191,32653.0,33095.0,36899.0,32472.571428571428,4066.3764318757117
2014-01-04,44616,0,1,0,0,5,1,1,-0.9749279121818235,-0.2225209339563146,38870.0,36490.0,44450.0,33297.57142857143,4743.202218513797
2014-01-05,45302,0,1,1,1,6,1,1,-0.7818314824680299,0.6234898018587334,44616.0,34121.0,40424.0,34458.42857142857,6370.111245944936
2014-01-06,32412,0,1,1,1,0,1,2,0.0,1.0,45302.0,32293.0,33653.0,36055.71428571428,7561.744016523459
2014-01-07,30952,1,1,1,0,1,1,2,0.7818314824680297,0.6234898018587336,32412.0,34811.0,31422.0,36072.71428571428,7552.0024654455065
2014-01-08,32973,0,1,0,1,2,1,2,0.9749279121818236,-0.22252093395631434,30952.0,23845.0,30911.0,35521.42857142857,7796.354144879563
2014-01-09,33197,0,1,1,1,3,1,2,0.43388373911755823,-0.900968867902419,32973.0,32653.0,31669.0,36825.42857142857,6095.782964671616
2014-01-10,32766,0,1,0,0,4,1,2,-0.433883739117558,-0.9009688679024191,33197.0,38870.0,36163.0,36903.142857142855,6036.907001342398
2014-01-11,47798,0,0,1,1,5,1,2,-0.9749279121818235,-0.2225209339563146,32766.0,44616.0,41528.0,36031.142857142855,6145.326311611958
2014-01-12,46858,0,0,1,1,6,1,2,-0.7818314824680299,0.6234898018587334,47798.0,45302.0,43097.0,36485.71428571428,6951.05413382951
2014-01-13,33714,0,0,1,0,0,1,3,0.0,1.0,46858.0,32412.0,32474.0,36708.0,7296.2828664098815
2014-01-14,30223,0,0,0,1,1,1,3,0.7818314824680297,0.6234898018587336,33714.0,30952.0,30338.0,36894.0,7184.250250838037
2014-01-15,31579,0,0,1,1,2,1,3,0.9749279121818236,-0.22252093395631434,30223.0,32973.0,31692.0,36789.857142857145,7289.257699486521
2014-01-16,31190,0,0,0,0,3,1,3,0.43388373911755823,-0.900968867902419,31579.0,33197.0,32411.0,36590.71428571428,7428.623643589367
2014-01-17,35240,0,0,0,0,4,1,3,-0.433883739117558,-0.9009688679024191,31190.0,32766.0,32123.0,36304.0,7617.760803980814
2014-01-18,43233,0,0,0,0,5,1,3,-0.9749279121818235,-0.2225209339563146,35240.0,47798.0,40474.0,36657.42857142857,7482.4455417807085
2014-01-19,40427,0,0,0,0,6,1,3,-0.7818314824680299,0.6234898018587334,43233.0,46858.0,34915.0,36005.28571428572,6481.650039773436
2014-01-20,32706,1,0,0,0,0,1,4,0.0,1.0,40427.0,33714.0,35289.0,35086.57142857143,4965.424146271976
2014-01-21,27854,0,0,0,0,1,1,4,0.7818314824680297,0.6234898018587336,32706.0,30223.0,31077.0,34942.57142857143,5026.109126588955
2014-01-22,28197,0,0,0,0,2,1,4,0.9749279121818236,-0.22252093395631434,27854.0,31579.0,20.0,34604.142857142855,5458.058123196412
2014-01-23,26244,0,0,0,0,3,1,4,0.43388373911755823,-0.900968867902419,28197.0,31190.0,32727.0,34121.0,5902.095560053217
2014-01-24,30888,0,0,0,0,4,1,4,-0.433883739117558,-0.9009688679024191,26244.0,35240.0,33095.0,33414.42857142857,6569.75465947658
2014-01-25,40529,0,0,0,0,5,1,4,-0.9749279121818235,-0.2225209339563146,30888.0,43233.0,36490.0,32792.71428571428,6574.122088773163
2014-01-26,40197,0,0,0,0,6,1,4,-0.7818314824680299,0.6234898018587334,40529.0,40427.0,34121.0,32406.428571428572,5903.678538480419
2014-01-27,30060,0,0,0,0,0,1,5,0.0,1.0,40197.0,32706.0,32293.0,32373.571428571428,5852.013922777437
2014-01-28,24000,0,0,0,0,1,1,5,0.7818314824680297,0.6234898018587336,30060.0,27854.0,34811.0,31995.571428571428,5912.110701972772
2014-01-29,24983,0,0,0,0,2,1,5,0.9749279121818236,-0.22252093395631434,24000.0,28197.0,23845.0,31445.0,6511.182227522131
2014-01-30,27017,0,0,0,0,3,1,5,0.43388373911755823,-0.900968867902419,24983.0,26244.0,32653.0,30985.85714285714,6881.196829732739
2014-01-31,36489,0,0,0,0,4,1,5,-0.433883739117558,-0.9009688679024191,27017.0,30888.0,38870.0,31096.285714285714,6798.118311079078
2014-02-01,45333,0,1,1,0,5,2,5,-0.9749279121818235,-0.2225209339563146,36489.0,40529.0,44616.0,31896.428571428572,7092.752870762827
2014-02-02,43897,1,1,0,1,6,2,5,-0.7818314824680299,0.6234898018587334,45333.0,40197.0,45302.0,32582.714285714286,8211.436186081897
2014-02-03,37294,0,1,1,1,0,2,6,0.0,1.0,43897.0,30060.0,32412.0,33111.28571428572,8875.49158665377
2014-02-04,30577,0,1,0,0,1,2,6,0.7818314824680297,0.6234898018587336,37294.0,24000.0,30952.0,34144.71428571428,8882.145362360106
2014-02-05,31676,0,1,1,1,2,2,6,0.9749279121818236,-0.22252093395631434,30577.0,24983.0,32973.0,35084.28571428572,7926.630572828223
2014-02-06,32389,0,1,1,1,3,2,6,0.43388373911755823,-0.900968867902419,31676.0,27017.0,33197.0,36040.42857142857,6833.371638684724
2014-02-07,34255,0,1,1,0,4,2,6,-0.433883739117558,-0.9009688679024191,32389.0,36489.0,32766.0,36807.857142857145,5887.2439626866335
2014-02-08,47108,0,1,0,1,5,2,6,-0.9749279121818235,-0.2225209339563146,34255.0,45333.0,47798.0,36488.71428571428,5967.415596785737
2014-02-09,48040,0,1,1,1,6,2,6,-0.7818314824680299,0.6234898018587334,47108.0,43897.0,46858.0,36742.28571428572,6425.963526047669
2014-02-10,33147,0,1,0,0,0,2,7,0.0,1.0,48040.0,37294.0,33714.0,37334.142857142855,7322.959224898326
2014-02-11,33533,0,0,1,1,1,2,7,0.7818314824680297,0.6234898018587336,33147.0,30577.0,30223.0,36741.71428571428,7492.531208127307
2014-02-12,36738,0,0,1,1,2,2,7,0.9749279121818236,-0.22252093395631434,33533.0,31676.0,31579.0,37164.0,7163.2396302231655
2014-02-13,37483,0,0,1,0,3,2,7,0.43388373911755823,-0.900968867902419,36738.0,32389.0,31190.0,37887.142857142855,6761.099452716508
2014-02-14,33910,1,0,0,1,4,2,7,-0.433883739117558,-0.9009688679024191,37483.0,34255.0,35240.0,38614.857142857145,6331.160700023606
2014-02-15,44965,0,0,1,1,5,2,7,-0.9749279121818235,-0.2225209339563146,33910.0,47108.0,43233.0,38565.57142857143,6371.96853039785
2014-02-16,43832,0,0,0,0,6,2,7,-0.7818314824680299,0.6234898018587334,44965.0,48040.0,40427.0,38259.42857142857,5929.241571992766
2014-02-17,34557,1,0,0,0,0,2,8,0.0,1.0,43832.0,33147.0,32706.0,37658.28571428572,4895.572820221849
2014-02-18,30710,0,0,0,0,1,2,8,0.7818314824680297,0.6234898018587336,34557.0,33533.0,27854.0,37859.71428571428,4704.289876070021
2014-02-19,30411,0,0,0,0,2,2,8,0.9749279121818236,-0.22252093395631434,30710.0,36738.0,28197.0,37456.42857142857,5228.791155934671
2014-02-20,29703,0,0,0,0,3,2,8,0.43388373911755823,-0.900968867902419,30411.0,37483.0,26244.0,36552.57142857143,5879.976781619183
2014-02-21,33326,0,0,0,0,4,2,8,-0.433883739117558,-0.9009688679024191,29703.0,33910.0,30888.0,35441.142857142855,6388.124122895831
2014-02-22,41488,0,0,0,0,5,2,8,-0.9749279121818235,-0.2225209339563146,33326.0,44965.0,40529.0,35357.71428571428,6415.209628019055
2014-02-23,44427,0,0,0,0,6,2,8,-0.7818314824680299,0.6234898018587334,41488.0,43832.0,40197.0,34861.0,5634.460577553085
2014-02-24,31797,0,0,0,0,0,2,9,0.0,1.0,44427.0,34557.0,30060.0,34946.0,5794.56377420537
2014-02-25,29725,0,0,0,0,1,2,9,0.7818314824680297,0.6234898018587336,31797.0,30710.0,24000.0,34551.71428571428,5918.029900630933
2014-02-26,26351,0,0,0,0,2,2,9,0.9749279121818236,-0.22252093395631434,29725.0,30411.0,24983.0,34411.0,6035.150729959709
2014-02-27,28890,0,0,0,0,3,2,9,0.43388373911755823,-0.900968867902419,26351.0,29703.0,27017.0,33831.0,6647.644520179051
2014-02-28,34198,0,0,0,0,4,2,9,-0.433883739117558,-0.9009688679024191,28890.0,33326.0,36489.0,33714.857142857145,6738.27053549527
2014-03-01,45496,0,1,1,0,5,3,9,-0.9749279121818235,-0.2225209339563146,34198.0,41488.0,45333.0,33839.42857142857,6737.943921235482
2014-03-02,46777,0,1,0,1,6,3,9,-0.7818314824680299,0.6234898018587334,45496.0,44427.0,43897.0,34412.0,7610.075295291097
2014-03-03,37201,0,1,1,1,0,3,10,0.0,1.0,46777.0,31797.0,37294.0,34747.71428571428,8157.650268598292
2014-03-04,30066,0,1,0,0,1,3,10,0.7818314824680297,0.6234898018587336,37201.0,29725.0,30577.0,35519.71428571428,8087.269372585641
2014-03-05,31278,1,1,1,1,2,3,10,0.9749279121818236,-0.22252093395631434,30066.0,26351.0,31676.0,35568.42857142857,8047.476102421643
2014-03-06,32662,0,1,1,1,3,3,10,0.43388373911755823,-0.900968867902419,31278.0,28890.0,32389.0,36272.28571428572,7286.404159215186
2014-03-07,34864,0,1,1,0,4,3,10,-0.433883739117558,-0.9009688679024191,32662.0,34198.0,34255.0,36811.142857142855,6770.691309572722
2014-03-08,43485,0,1,0,1,5,3,10,-0.9749279121818235,-0.2225209339563146,34864.0,45496.0,47108.0,36906.28571428572,6732.422167251175
2014-03-09,50090,0,1,1,1,6,3,10,-0.7818314824680299,0.6234898018587334,43485.0,46777.0,48040.0,36619.0,6336.029355992583
2014-03-10,37506,0,1,0,0,0,3,11,0.0,1.0,50090.0,37201.0,33147.0,37092.28571428572,7275.375012425707
2014-03-11,34567,0,0,1,1,1,3,11,0.7818314824680297,0.6234898018587336,37506.0,30066.0,33533.0,37135.857142857145,7277.047717047776
2014-03-12,34942,1,0,1,1,2,3,11,0.9749279121818236,-0.22252093395631434,34567.0,31278.0,36738.0,37778.857142857145,6726.248890938909
2014-03-13,33084,0,0,1,0,3,3,11,0.43388373911755823,-0.900968867902419,34942.0,32662.0,37483.0,38302.28571428572,6262.6314680621
2014-03-14,36946,0,0,0,1,4,3,11,-0.433883739117558,-0.9009688679024191,33084.0,34864.0,33910.0,38362.57142857143,6201.015504392328
2014-03-15,44708,0,0,1,1,5,3,11,-0.9749279121818235,-0.2225209339563146,36946.0,43485.0,44965.0,38660.0,6053.414821404506
2014-03-16,45376,1,0,0,0,6,3,11,-0.7818314824680299,0.6234898018587334,44708.0,50090.0,43832.0,38834.71428571428,6230.9307681994815
2014-03-17,32084,1,0,0,0,0,3,12,0.0,1.0,45376.0,37506.0,34557.0,38161.28571428572,4930.845252566914
2014-03-18,30095,0,0,0,0,1,3,12,0.7818314824680297,0.6234898018587336,32084.0,34567.0,30710.0,37386.71428571428,5449.521162887771
2014-03-19,29384,0,0,0,0,2,3,12,0.9749279121818236,-0.22252093395631434,30095.0,34942.0,30411.0,36747.857142857145,6062.79672616994
2014-03-20,28809,0,0,0,0,3,3,12,0.43388373911755823,-0.900968867902419,29384.0,33084.0,29703.0,35953.857142857145,6672.046723172005
2014-03-21,33202,0,0,0,0,4,3,12,-0.433883739117558,-0.9009688679024191,28809.0,36946.0,33326.0,35343.142857142855,7156.5744232971065
2014-03-22,41441,0,0,0,0,5,3,12,-0.9749279121818235,-0.2225209339563146,33202.0,44708.0,41488.0,34808.28571428572,7156.723894685456
2014-03-23,44171,0,0,0,0,6,3,12,-0.7818314824680299,0.6234898018587334,41441.0,45376.0,44427.0,34341.57142857143,6477.859493617277
2014-03-24,31843,0,0,0,0,0,3,13,0.0,1.0,44171.0,32084.0,31797.0,34169.42857142857,6143.120837086593
2014-03-25,28466,0,0,0,0,1,3,13,0.7818314824680297,0.6234898018587336,31843.0,30095.0,29725.0,34135.0,6157.41506911246
2014-03-26,27014,0,0,0,0,2,3,13,0.9749279121818236,-0.22252093395631434,28466.0,29384.0,26351.0,33902.28571428572,6362.905932414982
2014-03-27,30210,0,0,0,0,3,3,13,0.43388373911755823,-0.900968867902419,27014.0,28809.0,28890.0,33563.71428571428,6697.6437576779035
2014-03-28,32918,0,0,0,0,4,3,13,-0.433883739117558,-0.9009688679024191,30210.0,33202.0,34198.0,33763.857142857145,6551.2121379322125
2014-03-29,41193,0,0,0,0,5,3,13,-0.9749279121818235,-0.2225209339563146,32918.0,41441.0,45496.0,33723.28571428572,6556.149167366601
2014-03-30,43156,0,0,0,0,6,3,13,-0.7818314824680299,0.6234898018587334,41193.0,44171.0,46777.0,33687.857142857145,6507.985900122276
2014-03-31,30672,0,0,0,0,0,3,14,0.0,1.0,43156.0,31843.0,37201.0,33542.857142857145,6241.33469776487
2014-04-01,33708,0,1,1,0,1,4,14,0.7818314824680297,0.6234898018587336,30672.0,28466.0,30066.0,33375.57142857143,6309.806755021438
2014-04-02,33699,0,1,0,1,2,4,14,0.9749279121818236,-0.22252093395631434,33708.0,27014.0,31278.0,34124.42857142857,5929.63005752024
2014-04-03,36604,0,1,1,1,3,4,14,0.43388373911755823,-0.900968867902419,33699.0,30210.0,32662.0,35079.42857142857,5069.5446165358335
2014-04-04,35685,0,1,0,0,4,4,14,-0.433883739117558,-0.9009688679024191,36604.0,32918.0,34864.0,35992.857142857145,4600.257544550118
2014-04-05,46776,0,1,1,1,5,4,14,-0.9749279121818235,-0.2225209339563146,35685.0,41193.0,43485.0,36388.142857142855,4406.822189460746
2014-04-06,48790,0,1,1,1,6,4,14,-0.7818314824680299,0.6234898018587334,46776.0,43156.0,50090.0,37185.71428571428,5728.417079621125
2014-04-07,36594,0,1,1,0,0,4,15,0.0,1.0,48790.0,30672.0,37506.0,37990.57142857143,6968.609901004697
2014-04-08,35248,0,1,0,1,1,4,15,0.7818314824680297,0.6234898018587336,36594.0,33708.0,34567.0,38836.57142857143,6254.972098449414
2014-04-09,35209,0,1,1,1,2,4,15,0.9749279121818236,-0.22252093395631434,35248.0,33699.0,34942.0,39056.57142857143,6068.839204140607
2014-04-10,33038,0,1,0,0,3,4,15,0.43388373911755823,-0.900968867902419,35209.0,36604.0,33084.0,39272.28571428572,5870.254983510365
2014-04-11,38439,0,0,1,1,4,4,15,-0.433883739117558,-0.9009688679024191,33038.0,35685.0,36946.0,38762.857142857145,6280.781650627321
2014-04-12,46155,0,0,1,1,5,4,15,-0.9749279121818235,-0.2225209339563146,38439.0,46776.0,44708.0,39156.28571428572,6140.541309316979
2014-04-13,46083,0,0,1,0,6,4,15,-0.7818314824680299,0.6234898018587334,46155.0,48790.0,45376.0,39067.57142857143,6015.318635426889
2014-04-14,35751,0,0,0,1,0,4,16,0.0,1.0,46083.0,36594.0,32084.0,38680.857142857145,5334.606121935359
2014-04-15,36396,0,0,1,1,1,4,16,0.7818314824680297,0.6234898018587336,35751.0,35248.0,30095.0,38560.42857142857,5398.698974664854
2014-04-16,34228,0,0,0,0,2,4,16,0.9749279121818236,-0.22252093395631434,36396.0,35209.0,29384.0,38724.42857142857,5297.7982803280975
2014-04-17,33193,0,0,0,0,3,4,16,0.43388373911755823,-0.900968867902419,34228.0,33038.0,28809.0,38584.28571428572,5417.90475227847
2014-04-18,38905,0,0,0,0,4,4,16,-0.433883739117558,-0.9009688679024191,33193.0,38439.0,33202.0,38606.42857142857,5391.712710482698
2014-04-19,47819,0,0,0,0,5,4,16,-0.9749279121818235,-0.2225209339563146,38905.0,46155.0,41441.0,38673.0,5392.177760422937
2014-04-20,38934,1,0,0,0,6,4,16,-0.7818314824680299,0.6234898018587334,47819.0,46083.0,44171.0,38910.71428571428,5798.375080264151
2014-04-21,31626,0,0,0,0,0,4,17,0.0,1.0,38934.0,35751.0,31843.0,37889.42857142857,4881.676790377872
2014-04-22,30678,1,0,0,0,1,4,17,0.7818314824680297,0.6234898018587336,31626.0,36396.0,28466.0,37300.142857142855,5403.8792679756325
2014-04-23,30437,0,0,0,0,2,4,17,0.9749279121818236,-0.22252093395631434,30678.0,34228.0,27014.0,36483.28571428572,5966.238058561548
2014-04-24,30792,0,0,0,0,3,4,17,0.43388373911755823,-0.900968867902419,30437.0,33193.0,30210.0,35941.71428571428,6363.884288553253
2014-04-25,33427,0,0,0,0,4,4,17,-0.433883739117558,-0.9009688679024191,30792.0,38905.0,32918.0,35598.71428571428,6597.15498565568
2014-04-26,42377,0,0,0,0,5,4,17,-0.9749279121818235,-0.2225209339563146,33427.0,47819.0,41193.0,34816.142857142855,6463.134106313297
2014-04-27,43440,0,0,0,0,6,4,17,-0.7818314824680299,0.6234898018587334,42377.0,38934.0,43156.0,34038.71428571428,4734.520662618508
2014-04-28,31508,0,0,0,0,0,4,18,0.0,1.0,43440.0,31626.0,30672.0,34682.42857142857,5715.678579053176
2014-04-29,29865,0,0,0,0,1,4,18,0.7818314824680297,0.6234898018587336,31508.0,30678.0,33708.0,34665.57142857143,5726.359252239943
2014-04-30,28883,0,0,0,0,2,4,18,0.9749279121818236,-0.22252093395631434,29865.0,30437.0,33699.0,34549.42857142857,5828.056819019012
2014-05-01,33859,0,1,1,0,3,5,18,0.43388373911755823,-0.900968867902419,28883.0,30792.0,36604.0,34327.42857142857,6036.6772553876035
2014-05-02,38951,0,1,0,1,4,5,18,-0.433883739117558,-0.9009688679024191,33859.0,33427.0,35685.0,34765.57142857143,5845.585509799739
2014-05-03,46542,0,1,1,1,5,5,18,-0.9749279121818235,-0.2225209339563146,38951.0,42377.0,46776.0,35554.71428571428,6005.442440383691
2014-05-04,45139,0,1,0,0,6,5,18,-0.7818314824680299,0.6234898018587334,46542.0,43440.0,48790.0,36149.71428571428,6929.294377599228
2014-05-05,35820,1,1,1,1,0,5,19,0.0,1.0,45139.0,31508.0,36594.0,36392.42857142857,7249.567156208753
2014-05-06,33611,0,1,1,1,1,5,19,0.7818314824680297,0.6234898018587336,35820.0,29865.0,35248.0,37008.42857142857,6942.03600915327
2014-05-07,32146,0,1,1,0,2,5,19,0.9749279121818236,-0.22252093395631434,33611.0,28883.0,35209.0,37543.57142857143,6424.69827714739
2014-05-08,31819,0,1,0,1,3,5,19,0.43388373911755823,-0.900968867902419,32146.0,33859.0,33038.0,38009.71428571428,5777.3659428925685
2014-05-09,36363,0,1,1,1,4,5,19,-0.433883739117558,-0.9009688679024191,31819.0,38951.0,38439.0,37718.28571428572,6065.884703659883
2014-05-10,42843,0,1,0,0,5,5,19,-0.9749279121818235,-0.2225209339563146,36363.0,46542.0,46155.0,37348.57142857143,6057.091404767968
2014-05-11,38180,1,0,1,1,6,5,19,-0.7818314824680299,0.6234898018587334,42843.0,45139.0,46083.0,36820.142857142855,5225.6593978996425
2014-05-12,37922,0,0,1,1,0,5,20,0.0,1.0,38180.0,35820.0,35751.0,35826.0,3863.778030201317
2014-05-13,33844,0,0,1,0,1,5,20,0.7818314824680297,0.6234898018587336,37922.0,33611.0,36396.0,36126.28571428572,3944.0812920241565
2014-05-14,32817,0,0,0,1,2,5,20,0.9749279121818236,-0.22252093395631434,33844.0,32146.0,34228.0,36159.57142857143,3920.2269006245865
2014-05-15,33522,0,0,1,1,3,5,20,0.43388373911755823,-0.900968867902419,32817.0,31819.0,33193.0,36255.42857142857,3812.4528787095396
2014-05-16,34589,0,0,0,0,4,5,20,-0.433883739117558,-0.9009688679024191,33522.0,36363.0,38905.0,36498.71428571428,3525.7197711618555
2014-05-17,40019,0,0,0,0,5,5,20,-0.9749279121818235,-0.2225209339563146,34589.0,42843.0,47819.0,36245.28571428572,3600.0742452660998
2014-05-18,43020,0,0,0,0,6,5,20,-0.7818314824680299,0.6234898018587334,40019.0,38180.0,38934.0,35841.857142857145,2808.766361979968
2014-05-19,32314,0,0,0,0,0,5,21,0.0,1.0,43020.0,37922.0,31626.0,36533.28571428572,3874.001364407126
2014-05-20,29926,0,0,0,0,1,5,21,0.7818314824680297,0.6234898018587336,32314.0,33844.0,30678.0,35732.142857142855,4111.535699653296
2014-05-21,29083,0,0,0,0,2,5,21,0.9749279121818236,-0.22252093395631434,29926.0,32817.0,30437.0,35172.42857142857,4643.662450305866
2014-05-22,30386,0,0,0,0,3,5,21,0.43388373911755823,-0.900968867902419,29083.0,33522.0,30792.0,34639.0,5146.566492980188
2014-05-23,33425,0,0,0,0,4,5,21,-0.433883739117558,-0.9009688679024191,30386.0,34589.0,33427.0,34191.0,5390.706076201867
2014-05-24,38386,0,0,0,0,5,5,21,-0.9749279121818235,-0.2225209339563146,33425.0,40019.0,42377.0,34024.71428571428,5394.334488278262
2014-05-25,35965,0,0,0,0,6,5,21,-0.7818314824680299,0.6234898018587334,38386.0,43020.0,43440.0,33791.42857142857,5120.245171771305
2014-05-26,33459,1,0,0,0,0,5,22,0.0,1.0,35965.0,32314.0,31508.0,32783.57142857143,3409.518874032038
2014-05-27,28912,0,0,0,0,1,5,22,0.7818314824680297,0.6234898018587336,33459.0,29926.0,29865.0,32947.142857142855,3410.7020503395224
2014-05-28,28109,0,0,0,0,2,5,22,0.9749279121818236,-0.22252093395631434,28912.0,29083.0,28883.0,32802.28571428572,3577.8373222886544
2014-05-29,27689,0,0,0,0,3,5,22,0.43388373911755823,-0.900968867902419,28109.0,30386.0,33859.0,32663.14285714286,3760.847396911617
2014-05-30,33740,0,0,0,0,4,5,22,-0.433883739117558,-0.9009688679024191,27689.0,33425.0,38951.0,32277.85714285714,4150.932442579244
2014-05-31,40692,0,0,0,0,5,5,22,-0.9749279121818235,-0.2225209339563146,33740.0,38386.0,46542.0,32322.85714285714,4167.117126126513
2014-06-01,44602,0,1,1,0,6,6,22,-0.7818314824680299,0.6234898018587334,40692.0,35965.0,45139.0,32652.285714285714,4773.3702180005885
2014-06-02,37312,0,1,0,1,0,6,23,0.0,1.0,44602.0,33459.0,35820.0,33886.142857142855,6555.851722661485
2014-06-03,38357,0,1,1,1,1,6,23,0.7818314824680297,0.6234898018587336,37312.0,28912.0,33611.0,34436.57142857143,6674.683459589229
2014-06-04,32899,0,1,0,0,2,6,23,0.9749279121818236,-0.22252093395631434,38357.0,28109.0,32146.0,35785.857142857145,6316.819648857346
2014-06-05,35655,1,1,1,1,3,6,23,0.43388373911755823,-0.900968867902419,32899.0,27689.0,31819.0,36470.142857142855,5560.805440118987
2014-06-06,37457,0,1,1,1,4,6,23,-0.433883739117558,-0.9009688679024191,35655.0,33740.0,36363.0,37608.142857142855,4083.0140594325153
2014-06-07,44347,0,1,1,0,5,6,23,-0.9749279121818235,-0.2225209339563146,37457.0,40692.0,42843.0,38139.142857142855,3721.8411854247074
2014-06-08,45279,0,1,0,1,6,6,23,-0.7818314824680299,0.6234898018587334,44347.0,44602.0,38180.0,38661.28571428572,4344.04936721047
2014-06-09,38256,0,1,1,1,0,6,24,0.0,1.0,45279.0,37312.0,37922.0,38758.0,4502.983640506198
2014-06-10,33658,0,1,0,0,1,6,24,0.7818314824680297,0.6234898018587336,38256.0,38357.0,33844.0,38892.857142857145,4466.448120097623
2014-06-11,34644,0,0,1,1,2,6,24,0.9749279121818236,-0.22252093395631434,33658.0,32899.0,32817.0,38221.57142857143,4893.144314826008
2014-06-12,35077,0,0,1,1,3,6,24,0.43388373911755823,-0.900968867902419,34644.0,35655.0,33522.0,38470.857142857145,4613.231240268611
2014-06-13,38356,0,0,1,0,4,6,24,-0.433883739117558,-0.9009688679024191,35077.0,37457.0,34589.0,38388.28571428572,4676.767106819449
2014-06-14,44984,0,0,0,1,5,6,24,-0.9749279121818235,-0.2225209339563146,38356.0,44347.0,40019.0,38516.71428571428,4659.241630504728
2014-06-15,42494,1,0,1,1,6,6,24,-0.7818314824680299,0.6234898018587334,44984.0,45279.0,43020.0,38607.71428571428,4796.29686022752
2014-06-16,35203,0,0,0,0,0,6,25,0.0,1.0,42494.0,38256.0,32314.0,38209.857142857145,4233.121638876397
2014-06-17,33542,0,0,0,0,1,6,25,0.7818314824680297,0.6234898018587336,35203.0,33658.0,29926.0,37773.71428571428,4382.2260216426175
2014-06-18,32269,0,0,0,0,2,6,25,0.9749279121818236,-0.22252093395631434,33542.0,34644.0,29083.0,37757.142857142855,4400.564525473626
2014-06-19,33120,0,0,0,0,3,6,25,0.43388373911755823,-0.900968867902419,32269.0,35077.0,30386.0,37417.857142857145,4757.661520417033
2014-06-20,37996,0,0,0,0,4,6,25,-0.433883739117558,-0.9009688679024191,33120.0,38356.0,33425.0,37138.28571428572,4970.863463366131
2014-06-21,42420,0,0,0,0,5,6,25,-0.9749279121818235,-0.2225209339563146,37996.0,44984.0,38386.0,37086.857142857145,4958.010905883216
2014-06-22,42460,0,0,0,0,6,6,25,-0.7818314824680299,0.6234898018587334,42420.0,42494.0,35965.0,36720.57142857143,4332.620910301373
2014-06-23,33158,0,0,0,0,0,6,26,0.0,1.0,42460.0,35203.0,33459.0,36715.71428571428,4325.08230034547
2014-06-24,30641,0,0,0,0,1,6,26,0.7818314824680297,0.6234898018587336,33158.0,33542.0,28912.0,36423.57142857143,4509.427452834861
2014-06-25,28821,0,0,0,0,2,6,26,0.9749279121818236,-0.22252093395631434,30641.0,32269.0,28109.0,36009.142857142855,4931.903568554797
2014-06-26,29356,0,0,0,0,3,6,26,0.43388373911755823,-0.900968867902419,28821.0,33120.0,27689.0,35516.57142857143,5506.426241436515
2014-06-27,34078,0,0,0,0,4,6,26,-0.433883739117558,-0.9009688679024191,29356.0,37996.0,33740.0,34978.857142857145,5945.719873112381
2014-06-28,39930,0,0,0,0,5,6,26,-0.9749279121818235,-0.2225209339563146,34078.0,42420.0,40692.0,34419.142857142855,5796.909246272835
2014-06-29,40211,1,0,0,0,6,6,26,-0.7818314824680299,0.6234898018587334,39930.0,42460.0,44602.0,34063.42857142857,5277.231656122423
2014-06-30,33449,0,0,0,0,0,6,27,0.0,1.0,40211.0,33158.0,37312.0,33742.142857142855,4719.863960912801
2014-07-01,37739,0,1,1,0,1,7,27,0.7818314824680297,0.6234898018587336,33449.0,30641.0,38357.0,33783.71428571428,4715.140638209523
